fire_id,year,lat_min,lat_max,lon_min,lon_max
fire_21998263,2018,41.36718954262889,42.33766983561196,-113.01771309750053,-111.68229553469587
fire_21889763,2018,38.554730823121474,39.558560108431735,-123.53080303716702,-122.51691953297455
fire_22258318,2018,40.59908079978138,41.557582368040364,-110.96369481629038,-109.57400252712763
fire_21889994,2018,44.856676910637404,45.85776321729872,-121.58723261841229,-120.51384088019694
fire_21690071,2018,38.38491663163866,39.29121504280871,-104.20840447145339,-102.65947738058048
fire_21998103,2018,44.62373922026281,45.59865793008937,-114.1669755434454,-112.83077112041502
fire_21889682,2018,42.162183608479246,43.170005912608346,-123.66882805017492,-122.66013931066456
fire_21889990,2018,45.17929165876715,46.18256208226123,-121.4742722219778,-120.39718961197586
fire_21459239,2018,36.9908172718889,37.970075508832366,-113.42239360106251,-112.14703796914596
fire_21997864,2018,33.20243936008792,34.20139921031503,-118.03077872730243,-116.89601477991881
fire_21890208,2018,35.30432835760518,36.24815818913786,-107.5085905960678,-106.098528297717
fire_21890019,2018,43.5031680106588,44.49190826013458,-116.76302279389269,-115.52633786095805
fire_21804883,2018,44.77237528547682,45.77545402390304,-121.12484683062934,-120.03514257272431
fire_21889734,2018,40.20148762305283,41.204538289702214,-123.0939978944118,-122.07563668174832
fire_21998227,2018,42.21917710602658,43.207329596196125,-116.15127561076956,-114.9061925797566
fire_21748766,2018,41.279181518601554,42.2814454312052,-123.02835967807272,-122.01003101169921
fire_21688916,2018,33.137113538529114,34.10433728850169,-110.11498919018419,-108.79668841761656
fire_21998313,2018,39.428939259321766,40.39879947025715,-111.98226078709384,-110.63445417093463
fire_21998255,2018,41.47387775257171,42.43707927664991,-111.74169968245862,-110.36251583443673
fire_21889744,2018,40.125654406158525,41.12895776391723,-121.35543763410217,-120.28531787745062
fire_21804899,2018,40.31181222420974,41.25124804665647,-108.50591599979808,-107.0475452376798
fire_22141509,2018,42.588330829198185,43.54624213188276,-111.10255966097196,-109.68873397814343
fire_21890033,2018,42.56317295592066,43.54673322695917,-115.35115980362015,-114.07650618280668
fire_22141576,2018,40.202613991198646,41.14866913350034,-109.2489322964848,-107.81169823621848
fire_21999251,2018,48.47480636780446,49.46936088548113,-118.64275202999384,-117.44157480256546
fire_21998287,2018,40.308677422405836,41.30095096482579,-117.3938767457077,-116.20392210602247
fire_21890056,2018,41.63723639730512,42.62682244005559,-116.24052568309855,-115.00059380095054
fire_22141327,2018,46.25445371007053,47.252009396853076,-120.02400732737519,-118.88797887744494
fire_21890137,2018,38.944757376961995,39.8836512738009,-107.76264857695202,-106.30541838346225
fire_21999270,2018,48.136330655683466,49.10951985056048,-114.62119901975674,-113.25785503809311
fire_22141356,2018,45.89942152403462,46.886262715288815,-116.69259263251837,-115.43487533616592
fire_21999299,2018,47.796289514115486,48.78337724195774,-116.7461708281897,-115.47423413893652
fire_21997851,2018,35.69729121646047,36.67692572246199,-112.61148430577472,-111.32758131034987
fire_21804961,2018,38.55774513603517,39.49174826729432,-106.75777303506135,-105.27722725449934
fire_21997844,2018,37.09536355365725,38.09353353072345,-119.75678538610006,-118.65308832840857
fire_22141596,2018,39.45790378722054,40.42857599131532,-112.21656836188534,-110.88004183879856
fire_22343689,2018,33.712133465910746,34.70959702833837,-119.4973755332334,-118.39613261031617
fire_21804884,2018,44.55566223718935,45.559752831402065,-121.54259935369546,-120.46936513636518
fire_21889683,2018,41.999885436813095,43.015111240459106,-124.12444905653746,-123.12118292427847
fire_21998291,2018,40.12392399157147,41.11416059785118,-116.69239982968529,-115.48262817589529
fire_21804975,2018,38.21570049934438,39.18967389302224,-112.54968131441467,-111.23292923414523
fire_21458848,2018,34.616800853242154,35.594199593997075,-112.33058419250152,-111.04905496795408
fire_21804877,2018,46.46373127782363,47.464229062596246,-120.5987139809595,-119.48357105418751
fire_21890069,2018,41.1283538354091,42.1104023209019,-114.66447023162645,-113.3853879855623
fire_21890100,2018,40.266098322771775,41.26036428783696,-118.08934720484561,-116.92381569387416
fire_21890103,2018,40.17708088111594,41.1640454275946,-115.1918043262359,-113.93686581630799
fire_22141566,2018,40.787919970008176,41.77906490739014,-116.55425015039353,-115.33290361307185
fire_21890160,2018,38.01726093532714,38.96973658217859,-109.35248621583847,-107.95063180075894
fire_21890515,2018,48.497679671247255,49.48170787685052,-116.54826433309415,-115.25827082405834
fire_21804589,2018,36.94028662372003,37.921469960399875,-114.02043859422324,-112.76192551839091
fire_21998299,2018,39.62117170610937,40.60882917534056,-115.45568135734912,-114.2120482092666
fire_21890024,2018,43.04748573806652,44.0280683654608,-114.7019202308409,-113.40058653074875
fire_21999351,2018,44.66344889838904,45.62685213856874,-112.57164200553774,-111.1794502252642
fire_21617464,2018,39.37687325936514,40.28069026030802,-104.21979481558131,-102.65434597890632
fire_22258421,2018,39.831923794922574,40.76455633036513,-107.3501958068212,-105.86834788071887
fire_21998097,2018,44.71778823839319,45.70579585539542,-117.00272734152338,-115.76527469467486
fire_21804895,2018,40.576597503111536,41.50370368731567,-106.84297425459404,-105.32896803082795
fire_21890524,2018,47.86189468780417,48.86321184065595,-121.00616072594482,-119.90303116183807
fire_21804577,2018,38.576192627060856,39.57932968997197,-123.06601156936598,-122.04956736285531
fire_21889754,2018,38.77866816863769,39.783541400888936,-123.26910827197898,-122.25259019019202
fire_21458798,2018,36.32843547286796,37.33101905853559,-120.7996651487342,-119.72551593593097
fire_21458806,2018,36.13462902810397,37.13665956130389,-120.73842060120548,-119.66217544337327
fire_22141528,2018,42.239949661209934,43.19918549391627,-111.35065274152076,-109.95018745064057
fire_22343688,2018,33.616544893922054,34.61600415056167,-119.34774753771433,-118.24606314571098
fire_21998264,2018,41.22951589864809,42.21779725657857,-116.60477196201768,-115.38414851688094
fire_21889798,2018,37.067437400744325,38.06514587337918,-119.72424433194311,-118.61632375575138
fire_21998100,2018,44.6765937637414,45.67678057259423,-120.52705485749155,-119.41920694367953
fire_22343661,2018,39.24857619908264,40.25270698856572,-122.09750611282941,-121.05254601552082
fire_22141567,2018,40.5734759259464,41.50332689193556,-107.31968469160172,-105.82100796479297
fire_21615465,2018,37.36518221079458,38.26500906729816,-103.08411961150904,-101.52798542575118
fire_21890009,2018,44.16196760798984,45.153325010407414,-116.96104550178195,-115.73092283487642
fire_21890111,2018,39.73233108881554,40.66445266671177,-107.33418239785127,-105.85068039948561
fire_21459234,2018,38.035089678244844,39.0101656180568,-112.56291635675501,-111.25453235653804
fire_21889943,2018,47.3123171070756,48.310472138084826,-121.03189314011472,-119.92653724335413
fire_21804582,2018,38.16007076299706,39.16312095708931,-122.67610761017487,-121.64718960065628
fire_21997828,2018,37.87756132165987,38.87821622399454,-120.36642513582763,-119.27102676325292
fire_21998187,2018,42.9862206993746,43.96984475834423,-115.62499087248688,-114.35402269157234
fire_21998095,2018,44.72246852378788,45.72389977586837,-120.97020106917054,-119.87402075866679
fire_21459253,2018,35.06609852009108,36.01571058373406,-107.99390208100343,-106.59779717390505
fire_21458801,2018,36.237557337250934,37.21657948892324,-112.86777426631011,-111.58429405766452
fire_22141554,2018,41.733388196549235,42.70973799062668,-114.09976642648923,-112.79394897479195
fire_21890106,2018,40.041550076302144,41.01938243598175,-113.6059670801942,-112.30544645521015
fire_22141445,2018,45.19016539368404,46.190471011642636,-120.25189003408335,-119.12836585284384
fire_21889986,2018,45.45209968818492,46.44803508730326,-119.57734996994233,-118.42648469603616
fire_22141571,2018,40.48577425907673,41.43717498895273,-109.7630309083407,-108.33775289464806
fire_21889997,2018,44.77026019233732,45.757842837739524,-116.97358540566232,-115.73440008791088
fire_22141461,2018,44.078924376553736,45.066228348589306,-115.92999410398716,-114.66067205121223
fire_21999273,2018,48.13766904345409,49.13343358166464,-118.74199910618641,-117.54622070199585
fire_21998143,2018,44.21182301272228,45.21609481154045,-121.8890761860741,-120.8285333314019
fire_21538827,2018,36.90961100235249,37.909435098725375,-118.98633002719511,-117.85837717172508
fire_21889717,2018,41.461585370785976,42.46386986047563,-123.03292937040852,-122.01628419679578
fire_21997775,2018,40.492027022070296,41.49656587274379,-122.89527269137004,-121.86932515271609
fire_21890098,2018,40.39054302339816,41.38173297047703,-116.27465735502948,-115.04853617467019
fire_21458836,2018,35.12292058552421,36.12595532070275,-119.79582720835836,-118.69770316411558
fire_21804980,2018,37.63780439022315,38.617899523138014,-113.55094223420656,-112.27204556477005
fire_21693353,2018,47.21687141756393,48.17095443760525,-111.52505891635234,-110.05646466640547
fire_21997770,2018,40.92206997425015,41.923645870128745,-121.54516195922376,-120.477974719846
fire_21999260,2018,48.20401884807221,49.20410465382902,-120.89196531144566,-119.78394231359633
fire_21890054,2018,41.85642964491119,42.84385840784806,-116.06841175523203,-114.82571844453804
fire_22258087,2018,45.70210008481842,46.69113245663902,-116.84980951699323,-115.59971895211285
fire_21889808,2018,36.75639498460927,37.7513833237393,-116.83315987037663,-115.65061047159344
fire_21890115,2018,39.643960356116516,40.610617218559234,-111.56450559728461,-110.20612941077904
fire_22343666,2018,39.22707784787197,40.23108739675095,-122.44099819574168,-121.40578283075932
fire_21890134,2018,39.20580560473381,40.15696647097447,-109.43190396094414,-108.01393332466758
fire_21459242,2018,36.943349618845346,37.92160675270233,-113.33610000376041,-112.06079132464785
fire_21690073,2018,38.092131223571435,39.01234081017,-105.3183769892072,-103.8056896684313
fire_21890101,2018,40.24971526724838,41.2362911585344,-115.68094934265632,-114.43617822799203
fire_22257882,2018,42.029646905307864,43.04797435957309,-124.47831357269138,-123.47117702178252
fire_21889672,2018,42.302402800574455,43.30613944569869,-123.21534893063381,-122.19700560725697
fire_21890643,2018,43.66791601198541,44.601035200463215,-108.49501775952105,-106.97890832890464
fire_21889953,2018,46.356337735117904,47.353843721580695,-120.62779769080419,-119.51575063458006
fire_21889947,2018,47.029321057422806,48.029254929241276,-120.86958243964789,-119.76220384889066
fire_21690064,2018,42.234621181381016,43.236868273611535,-122.68338223795675,-121.65293475775017
fire_21999354,2018,44.51670492497243,45.483003177592565,-112.51794205724808,-111.1283856165219
fire_21890003,2018,44.36642276352555,45.34538978826578,-114.87892069504139,-113.57096738914242
fire_21890063,2018,41.500199514116616,42.48988578831266,-116.99116599420066,-115.77966057544005
fire_21998157,2018,43.57539953144512,44.58122353378663,-122.73217714808737,-121.7025650709623
fire_22141683,2018,33.10170627140368,34.04256434992903,-105.85468310234636,-104.43632385043142
fire_23410601,2019,37.105967883790356,38.104809817607794,-120.46934441970845,-119.38341150799354
fire_23160475,2019,47.471030269446985,48.46750184419303,-119.06999611616979,-117.8922459774446
fire_23300712,2019,36.52176357383407,37.521025432600204,-118.90603689910836,-117.77923836224441
fire_23036877,2019,41.76628115251903,42.75278744330829,-116.25398254653953,-115.01635996957016
fire_23301101,2019,37.97156581273365,38.903833065014474,-106.73482163052132,-105.26632958496839
fire_22939556,2019,46.353270850341715,47.35097843891565,-120.33547431245546,-119.21301497321757
fire_23036804,2019,46.27729600224396,47.279012306139755,-120.40730729724773,-119.28263090449673
fire_23300886,2019,45.769604798385544,46.759656841025816,-117.1703777646369,-115.93420560264046
fire_23301395,2019,43.91059260686746,44.86121488894813,-110.57238047592296,-109.12243835057059
fire_23036871,2019,43.14609363355541,44.117774164204505,-113.42582897799427,-112.08357433169759
fire_23036806,2019,45.97327567380708,46.97008482857819,-120.25211286590765,-119.1266201656577
fire_23159842,2019,41.420878725396626,42.39722771607237,-113.60971217765689,-112.29472615854434
fire_23036523,2019,41.32303167421087,42.32651065265489,-121.7468701894863,-120.68493316715636
fire_23300665,2019,41.26696689999925,42.26880497294979,-121.57334581946097,-120.50972092515124
fire_23300689,2019,38.781958125276674,39.785906615619865,-122.06024491692436,-121.0176065357921
fire_23159633,2019,35.85514589576332,36.832192456940284,-112.92130701590455,-111.642437248655
fire_23159847,2019,41.29763043198195,42.27353998065576,-113.58732720202855,-112.27052603304821
fire_22710141,2019,42.35818967710721,43.358055280755124,-119.53183600090834,-118.39725193843587
fire_23036575,2019,32.64723421445587,33.6168266938197,-110.39669616480647,-109.09069889452952
fire_23037424,2019,46.95923322991415,47.93558120799983,-115.0201067904732,-113.68867979737911
fire_23036803,2019,46.31400081032013,47.312901216112806,-121.06799329825779,-119.97497131052242
fire_23159821,2019,43.76916589649605,44.76583733981421,-119.00402152455435,-117.84593639866847
fire_23037431,2019,46.28382084304692,47.24741774008515,-112.64002361386841,-111.23043510618857
fire_22863125,2019,35.312592946372256,36.31402294547333,-121.32247273815388,-120.2655142411527
fire_22938749,2019,33.00587578184069,33.982747808753096,-111.82154312243004,-110.54576311142884
fire_23301095,2019,38.399268355841436,39.37334625761421,-112.98944277426219,-111.68745214263598
fire_23301037,2019,42.14564526128754,43.14567483560977,-120.15152533503488,-119.03571362375463
fire_23410617,2019,33.82083838555545,34.82045454404161,-119.06780238821493,-117.95583846513856
fire_23301386,2019,47.11887858886168,48.07569994041418,-112.07127126989258,-110.62609256752687
fire_22863172,2019,33.995019350544155,34.971800750188414,-111.9540517660117,-110.67261460498797
fire_23036542,2019,35.6729093989452,36.66039774297598,-114.85533870920453,-113.6268855506848
fire_23159647,2019,34.27106257710337,35.252486758966505,-113.50922005148496,-112.25925706604438
fire_23301106,2019,37.56782516835346,38.54763229414498,-113.7714764122978,-112.49698273470338
fire_23159637,2019,34.900428104598795,35.87872837768091,-112.65271860963863,-111.3772842092851
fire_23036564,2019,32.92029575266642,33.89119348520354,-110.94948172161538,-109.65538434961523
fire_22939600,2019,33.16326801651668,34.106106849498886,-105.96090520369056,-104.54565690246496
fire_23572745,2019,43.83931636718073,44.86094582338208,-124.50359696929242,-123.49996387789872
fire_23493986,2019,41.14200681707741,42.10748025211769,-112.03565170058963,-110.67366882864802
fire_23300669,2019,39.588408478315536,40.58952671821665,-121.12804713274433,-120.0502882996189
fire_23037423,2019,47.02035951951949,47.95020794998054,-109.03624366372999,-107.48142458186705
fire_23410594,2019,38.180482696258125,39.18551304604813,-123.27117507704436,-122.25896483612674
fire_23159787,2019,44.84521362585002,45.82374064913902,-115.11041804850299,-113.80373731695424
fire_23159862,2019,39.58746462410379,40.55913633102635,-112.487936543208,-111.16082280175229
fire_23160511,2019,41.87132474729337,42.79989805623128,-107.58361079529352,-106.0682786716438
fire_23159855,2019,40.30397239328431,41.287111284478556,-115.17271551637059,-113.9152414820414
fire_23300741,2019,33.4874424084022,34.46424455402362,-112.60110052260748,-111.33636969685416
fire_23410616,2019,33.95522598154816,34.95337968078223,-118.93997559813629,-117.82464147573545
fire_23160488,2019,47.15930205163174,48.09027317400483,-108.92968995922475,-107.36742789739905
fire_23159792,2019,44.68575274866952,45.67679391877975,-118.01868082302599,-116.81888333092813
fire_23301046,2019,41.968912095356586,42.964114070813444,-117.44925145675145,-116.24806099674788
fire_23159836,2019,42.17758462256337,43.165584640336895,-116.13309933706856,-114.88869140312036
fire_23036565,2019,32.92137665774771,33.89297274977824,-110.7903560090862,-109.49051263030185
fire_23159841,2019,41.45969127968129,42.43966560425441,-114.81471647675431,-113.53055611787605
fire_23300861,2019,45.82693254709,46.8165893019846,-117.16920436816426,-115.92671347333172
fire_23159860,2019,39.8210198612713,40.81136015908635,-116.17321766437856,-114.94873819573398
fire_23410619,2019,33.813093785893656,34.81485753481729,-119.60258585052316,-118.50085826821284
fire_23410720,2019,46.12152709712564,47.116424484409016,-119.50210647719126,-118.3446842292843
fire_23159838,2019,42.01493044571707,43.00037250653296,-115.95610475803096,-114.7037105168475
fire_23493978,2019,42.286169515753095,43.25209256092701,-111.94593024205814,-110.56618604617405
fire_23159853,2019,40.9594944770188,41.935463803054596,-113.78275386892591,-112.47706705375754
fire_23300668,2019,39.65403290865523,40.65795828819056,-123.18067595069226,-122.16307105740812
fire_23036522,2019,42.360679414943256,43.36952606002917,-123.78932786862248,-122.77937060002584
fire_23300839,2019,45.883651777812666,46.87229118031263,-117.09074849055203,-115.8455097400708
fire_23036860,2019,44.04085051986938,45.02434508108799,-115.64910482699683,-114.37166466263629
fire_22938746,2019,33.4057969816345,34.38297261304078,-112.35454261790801,-111.0887167443164
fire_23300744,2019,33.05210239626575,34.04890203619481,-117.82270678131248,-116.68402766618259
fire_23493973,2019,43.085606673403106,44.10208372851469,-124.28692502954318,-123.28268342663112
fire_23300699,2019,38.20552000383221,39.206212598826454,-120.69722311788645,-119.61407217078536
fire_23036559,2019,33.79144904433192,34.77111732665431,-113.06338143620427,-111.80963082621678
fire_23159642,2019,34.522945666787315,35.500263765588215,-112.52546792054135,-111.25209481562491
fire_23410607,2019,34.6020541858786,35.58145030445876,-112.7024757499139,-111.42922090875818
fire_23159657,2019,33.23211334307399,34.20756997571843,-112.21200379221519,-110.94419719441854
fire_23493983,2019,41.33044045504879,42.29685294625795,-112.13786733045265,-110.7724292489308
fire_23159789,2019,44.76861893554701,45.757021303596375,-116.51409949653146,-115.26184477039428
fire_24462263,2020,44.60854623046995,45.61086239434229,-122.73692539648312,-121.70788937529679
fire_24461785,2020,33.42722437159753,34.40502665296048,-112.4079928936606,-111.14223083931847
fire_24191373,2020,36.837783141924696,37.824235610642525,-115.39118906833205,-114.16840924708639
fire_24332922,2020,44.75333950642262,45.738100887686635,-116.02785840685662,-114.75338323125875
fire_23756984,2020,39.12645201028418,40.132216211040834,-122.62834434068354,-121.59735688187595
fire_24191357,2020,40.56123306062059,41.56421169428923,-121.34039340444062,-120.26716530424129
fire_24695532,2020,37.677333600526524,38.67537009424154,-118.2823504036245,-117.13206463971146
fire_24461623,2020,36.80747531521879,37.80679775635772,-119.85722721044769,-118.75512431902011
fire_24461899,2020,47.54227090049098,48.540477339238414,-120.10133448721089,-118.96236150710331
fire_24332954,2020,43.52849610907425,44.52767207136909,-121.03853950775414,-119.95290027096273
fire_24461789,2020,33.041013225190774,34.00626752229077,-109.74768593622018,-108.42399490280852
fire_24104640,2020,36.8124950641461,37.76691452345271,-108.9019055777029,-107.50671958573841
fire_24333267,2020,46.28667236081818,47.20649118335223,-107.81795114709315,-106.2288109930849
fire_24332591,2020,40.70482749515198,41.71824469693384,-123.89374368272428,-122.88879800170193
fire_24104658,2020,35.29000019178105,36.214447296110265,-104.74164394233142,-103.26076811408406
fire_24191728,2020,43.23583816899848,44.21138302008587,-113.69316617956325,-112.35700829103442
fire_24333259,2020,47.66013597672457,48.62849474963223,-113.83321329736775,-112.44902325162911
fire_24463206,2020,45.5150926172503,46.43609953806953,-108.0125227127872,-106.44420863542263
fire_24332933,2020,44.28457259246119,45.287532003989284,-122.09919790648044,-121.04577843834674
fire_24461930,2020,47.410067628286804,48.4127560288146,-120.5062954988445,-119.38309017602883
fire_24025601,2020,35.31597285766516,36.31730428277285,-121.32240292632436,-120.26122341695817
fire_24191364,2020,38.3618477040581,39.363153588724394,-120.12581751812354,-119.02343372755938
fire_24191423,2020,33.062595270462865,34.037432935471585,-111.03336138909815,-109.73668105555409
fire_24103572,2020,33.46552845138569,34.4468463621569,-112.65988662394315,-111.39960820285717
fire_24104654,2020,35.404057820609495,36.36686125639605,-109.97514022224296,-108.62806287965599
fire_24027563,2020,46.09877962397763,47.09612025736427,-120.00814174528713,-118.87036126626761
fire_24695430,2020,38.83373200436512,39.835632984587285,-122.20646027257277,-121.1651733445314
fire_24695758,2020,43.344273956995025,44.340144527636525,-119.21708793603156,-118.06692347776311
fire_24461618,2020,37.33542562193751,38.33755797920891,-120.15695523194896,-119.05877550169762
fire_24332676,2020,39.20128439879391,40.20444552654403,-120.64767689274248,-119.56046279366738
fire_24332622,2020,39.82347712869651,40.822503952929125,-121.25312725718432,-120.18225915939084
fire_24333277,2020,45.38969815783045,46.302933317797475,-106.9194108547618,-105.31820177821768
fire_24333285,2020,45.210752888492436,46.12303290999165,-107.0143070311823,-105.42155601100782
fire_24461780,2020,33.593216872626826,34.589390748439506,-117.52826479894493,-116.37805209783123
fire_23757491,2020,42.09888531262226,43.096742041951224,-119.3374471970982,-118.20038661250435
fire_24462127,2020,45.90021948042974,46.8872347637021,-116.70700757392912,-115.44951334609779
fire_24332628,2020,39.40989640373144,40.4131612551327,-123.48060103210283,-122.47108320566159
fire_24462088,2020,46.06283846264599,47.06044151712821,-119.14700841403064,-117.97911558951311
fire_24332702,2020,38.11541500120072,39.11926157380352,-123.523329707066,-122.5112579362984
fire_24191377,2020,36.70558778006683,37.689212658623916,-114.16938631082951,-112.91715079494382
fire_24463187,2020,46.863550206697695,47.77904993526713,-107.63238117093326,-106.02488829747452
fire_24191427,2020,32.95244687149431,33.92543891922088,-110.90131641617128,-109.60175103115533
fire_24332991,2020,41.58826783935034,42.56294076572747,-113.5134017780509,-112.19310845717419
fire_24191347,2020,41.23068603791748,42.23308331913091,-121.97235617712718,-120.92011258774599
fire_24332808,2020,32.945642280731455,33.92275696845287,-112.0482147949936,-110.77988211552157
fire_24604456,2020,33.749200914924494,34.72869129659184,-113.04012714191272,-111.7869435917668
fire_24332801,2020,33.03859901529374,34.01385149067087,-111.27157272912113,-109.98174793078122
fire_24191375,2020,36.810820798167974,37.7972181601149,-115.1338797267819,-113.90411242119445
fire_24463172,2020,47.67058767281984,48.664876178173934,-118.89012894457605,-117.70412317339168
fire_24332956,2020,43.42023843197861,44.417961446827576,-118.51758831003652,-117.34443196127255
fire_24332800,2020,33.172098262529026,34.14725599513733,-111.51287637973604,-110.22695515622452
fire_24333279,2020,45.20519930425531,46.126224456929606,-107.79495124429225,-106.22850853563848
fire_24463162,2020,47.826769908782836,48.823510266318394,-118.82266535021995,-117.63115031127809
fire_24191743,2020,40.06810355545132,41.05721544898677,-116.35933026531073,-115.13702380058014
fire_24027570,2020,40.34371343924089,41.317610428963555,-113.14967930214162,-111.83156602806011
fire_23654679,2020,33.077694269390854,34.042836289489074,-109.32087043098969,-107.98815346268182
fire_24332815,2020,32.62813957859664,33.60320805418424,-111.18747686178911,-109.90080308409415
fire_24461996,2020,47.11670663625129,48.10995752718519,-119.07147933284583,-117.89763002416049
fire_24191943,2020,46.810250300158295,47.79137126616474,-115.11116862732001,-113.78489058817873
fire_24332600,2020,40.67005999467445,41.68114356646297,-124.01307157821302,-123.0105130643917
fire_24695566,2020,36.90171975084866,37.899383407392754,-119.71872762133435,-118.60914380995911
fire_24332763,2020,35.70693983247265,36.70535926331599,-119.08902117824705,-117.96928973195935
fire_24104636,2020,38.14595227388488,39.12546400448953,-113.79660607398633,-112.51881520872163
fire_24462233,2020,45.265944402847246,46.25006377043197,-115.74994963295548,-114.46228001139119
fire_24332949,2020,43.960382332292674,44.963332373889,-122.09008834144754,-121.03780084996055
fire_24462488,2020,43.64661944013597,44.65138716168653,-122.9829506918101,-121.96111605980683
fire_24332885,2020,46.17890590567068,47.1806308137321,-120.69860790174062,-119.59146174740378
